"initial_alias","converted_alias","name","description","namespace"
"ENSMUSG00000085444","ENSMUSG00000085444","Gm13936","predicted gene 13936 [Source:MGI Symbol;Acc:MGI:3651878]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032500","ENSMUSG00000032500","Dclk3","doublecortin-like kinase 3 [Source:MGI Symbol;Acc:MGI:3039580]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000105679","ENSMUSG00000105679","Gm43338","predicted gene 43338 [Source:MGI Symbol;Acc:MGI:5663475]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000023984","ENSMUSG00000023984","Gm20517","predicted gene 20517 [Source:MGI Symbol;Acc:MGI:5141982]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000114774","ENSMUSG00000114774","Gm35281","predicted gene, 35281 [Source:MGI Symbol;Acc:MGI:5594440]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025955","ENSMUSG00000025955","Akr1cl","aldo-keto reductase family 1, member C-like [Source:MGI Symbol;Acc:MGI:1918111]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000084880","ENSMUSG00000084880","Tomm6os","translocase of outer mitochondrial membrane 6, opposite strand [Source:MGI Symbol;Acc:MGI:3705171]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000104022","ENSMUSG00000104022","A430073I11Rik","RIKEN cDNA A430073I11 gene [Source:MGI Symbol;Acc:MGI:2441799]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025270","ENSMUSG00000025270","Alas2","aminolevulinic acid synthase 2, erythroid [Source:MGI Symbol;Acc:MGI:87990]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000061619","ENSMUSG00000061619","Vma21-ps","VMA21 vacuolar H+-ATPase homolog (S. cerevisiae), pseudogene [Source:MGI Symbol;Acc:MGI:3643145]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000114825","ENSMUSG00000114825","Gm19119","predicted gene, 19119 [Source:MGI Symbol;Acc:MGI:5011304]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113301","ENSMUSG00000113301","Gm48103","predicted gene, 48103 [Source:MGI Symbol;Acc:MGI:6097453]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000082052","ENSMUSG00000082052","Ywhaq-ps2","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3650308]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000090191","ENSMUSG00000090191","9230105E05Rik","RIKEN cDNA 9230105E05 gene [Source:MGI Symbol;Acc:MGI:2444388]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001655","ENSMUSG00000001655","Hoxc13","homeobox C13 [Source:MGI Symbol;Acc:MGI:99560]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029279","ENSMUSG00000029279","Brdt","bromodomain, testis-specific [Source:MGI Symbol;Acc:MGI:1891374]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000116385","ENSMUSG00000116385","Gm18334","predicted gene, 18334 [Source:MGI Symbol;Acc:MGI:5010519]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000085678","ENSMUSG00000085678","Gm16349","predicted gene 16349 [Source:MGI Symbol;Acc:MGI:3840114]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000055333","ENSMUSG00000055333","Fat2","FAT atypical cadherin 2 [Source:MGI Symbol;Acc:MGI:2685369]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000052616","ENSMUSG00000052616","Terb1","telomere repeat binding bouquet formation protein 1 [Source:MGI Symbol;Acc:MGI:2443187]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000066150","ENSMUSG00000066150","Slc31a1","solute carrier family 31, member 1 [Source:MGI Symbol;Acc:MGI:1333843]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035572","ENSMUSG00000035572","Dcaf10","DDB1 and CUL4 associated factor 10 [Source:MGI Symbol;Acc:MGI:2140179]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039478","ENSMUSG00000039478","Micu3","mitochondrial calcium uptake family, member 3 [Source:MGI Symbol;Acc:MGI:1925756]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020464","ENSMUSG00000020464","Pnpt1","polyribonucleotide nucleotidyltransferase 1 [Source:MGI Symbol;Acc:MGI:1918951]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036109","ENSMUSG00000036109","Mbnl3","muscleblind like splicing factor 3 [Source:MGI Symbol;Acc:MGI:2444912]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000044641","ENSMUSG00000044641","Pard6b","par-6 family cell polarity regulator beta [Source:MGI Symbol;Acc:MGI:2135605]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038143","ENSMUSG00000038143","Stox2","storkhead box 2 [Source:MGI Symbol;Acc:MGI:1918319]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000063455","ENSMUSG00000063455","D630045J12Rik","RIKEN cDNA D630045J12 gene [Source:MGI Symbol;Acc:MGI:2669829]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000059751","ENSMUSG00000059751","Rps3a3","ribosomal protein S3A3 [Source:MGI Symbol;Acc:MGI:3643406]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022844","ENSMUSG00000022844","Pdia5","protein disulfide isomerase associated 5 [Source:MGI Symbol;Acc:MGI:1919849]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020029","ENSMUSG00000020029","Nudt4","nudix (nucleoside diphosphate linked moiety X)-type motif 4 [Source:MGI Symbol;Acc:MGI:1918457]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000083837","ENSMUSG00000083837","Gm14427","predicted gene 14427 [Source:MGI Symbol;Acc:MGI:3652026]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021068","ENSMUSG00000021068","Nin","ninein [Source:MGI Symbol;Acc:MGI:105108]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035798","ENSMUSG00000035798","Zdhhc17","zinc finger, DHHC domain containing 17 [Source:MGI Symbol;Acc:MGI:2445110]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000087213","ENSMUSG00000087213","2810408I11Rik","RIKEN cDNA 2810408I11 gene [Source:MGI Symbol;Acc:MGI:1917191]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000078502","ENSMUSG00000078502","Zfp268","zinc finger protein 268 [Source:MGI Symbol;Acc:MGI:3651014]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030629","ENSMUSG00000030629","Zfand6","zinc finger, AN1-type domain 6 [Source:MGI Symbol;Acc:MGI:1929510]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030291","ENSMUSG00000030291","Med21","mediator complex subunit 21 [Source:MGI Symbol;Acc:MGI:1347064]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000066197","ENSMUSG00000066197","Gpr139","G protein-coupled receptor 139 [Source:MGI Symbol;Acc:MGI:2685341]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081427","ENSMUSG00000081427","Gm12382","predicted gene 12382 [Source:MGI Symbol;Acc:MGI:3651853]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022365","ENSMUSG00000022365","Derl1","Der1-like domain family, member 1 [Source:MGI Symbol;Acc:MGI:1915069]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000083270","ENSMUSG00000083270","Gm13498","predicted gene 13498 [Source:MGI Symbol;Acc:MGI:3650381]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039449","ENSMUSG00000039449","Prpf18","pre-mRNA processing factor 18 [Source:MGI Symbol;Acc:MGI:1914479]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032305","ENSMUSG00000032305","Fam219b","family with sequence similarity 219, member B [Source:MGI Symbol;Acc:MGI:1925573]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000101970","ENSMUSG00000101970","Chaserr","CHD2 adjacent suppressive regulatory RNA [Source:MGI Symbol;Acc:MGI:1916420]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042035","ENSMUSG00000042035","Igsf3","immunoglobulin superfamily, member 3 [Source:MGI Symbol;Acc:MGI:1926158]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000070605","ENSMUSG00000070605","Zfp992","zinc finger protein 992 [Source:MGI Symbol;Acc:MGI:3700963]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022354","ENSMUSG00000022354","Ndufb9","NADH:ubiquinone oxidoreductase subunit B9 [Source:MGI Symbol;Acc:MGI:1913468]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019796","ENSMUSG00000019796","Lrp11","low density lipoprotein receptor-related protein 11 [Source:MGI Symbol;Acc:MGI:2442989]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032666","ENSMUSG00000032666","1700025G04Rik","RIKEN cDNA 1700025G04 gene [Source:MGI Symbol;Acc:MGI:1916649]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021470","ENSMUSG00000021470","Ercc6l2","excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2 [Source:MGI Symbol;Acc:MGI:1923501]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027763","ENSMUSG00000027763","Mbnl1","muscleblind like splicing factor 1 [Source:MGI Symbol;Acc:MGI:1928482]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025261","ENSMUSG00000025261","Huwe1","HECT, UBA and WWE domain containing 1 [Source:MGI Symbol;Acc:MGI:1926884]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000107462","ENSMUSG00000107462","Gm7384","predicted gene 7384 [Source:MGI Symbol;Acc:MGI:3643739]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022351","ENSMUSG00000022351","Sqle","squalene epoxidase [Source:MGI Symbol;Acc:MGI:109296]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027963","ENSMUSG00000027963","Extl2","exostosin-like glycosyltransferase 2 [Source:MGI Symbol;Acc:MGI:1889574]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040433","ENSMUSG00000040433","Zbtb38","zinc finger and BTB domain containing 38 [Source:MGI Symbol;Acc:MGI:2442866]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000106044","ENSMUSG00000106044","Gm42860","predicted gene 42860 [Source:MGI Symbol;Acc:MGI:5662997]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020716","ENSMUSG00000020716","Nf1","neurofibromin 1 [Source:MGI Symbol;Acc:MGI:97306]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020083","ENSMUSG00000020083","Fam241b","family with sequence similarity 241, member B [Source:MGI Symbol;Acc:MGI:1917144]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000043687","ENSMUSG00000043687","1190005I06Rik","RIKEN cDNA 1190005I06 gene [Source:MGI Symbol;Acc:MGI:1916168]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025092","ENSMUSG00000025092","Hspa12a","heat shock protein 12A [Source:MGI Symbol;Acc:MGI:1920692]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000053475","ENSMUSG00000053475","Tnfaip6","tumor necrosis factor alpha induced protein 6 [Source:MGI Symbol;Acc:MGI:1195266]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000050772","ENSMUSG00000050772","Or10ag58","olfactory receptor family 10 subfamily AG member 58 [Source:MGI Symbol;Acc:MGI:3030958]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064259","ENSMUSG00000064259","Vmn1r13","vomeronasal 1 receptor 13 [Source:MGI Symbol;Acc:MGI:2148526]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000097175","ENSMUSG00000097175","Gm27018","predicted gene, 27018 [Source:MGI Symbol;Acc:MGI:5504133]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000107094","ENSMUSG00000107094","Gm43294","predicted gene 43294 [Source:MGI Symbol;Acc:MGI:5663431]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032548","ENSMUSG00000032548","Slco2a1","solute carrier organic anion transporter family, member 2a1 [Source:MGI Symbol;Acc:MGI:1346021]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081492","ENSMUSG00000081492","Gm9311","predicted gene 9311 [Source:MGI Symbol;Acc:MGI:3644818]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000106053","ENSMUSG00000106053","Gm20752","predicted gene, 20752 [Source:MGI Symbol;Acc:MGI:5434108]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021055","ENSMUSG00000021055","Esr2","estrogen receptor 2 (beta) [Source:MGI Symbol;Acc:MGI:109392]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030365","ENSMUSG00000030365","Clec2i","C-type lectin domain family 2, member i [Source:MGI Symbol;Acc:MGI:2136650]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030711","ENSMUSG00000030711","Sult1a1","sulfotransferase family 1A, phenol-preferring, member 1 [Source:MGI Symbol;Acc:MGI:102896]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026768","ENSMUSG00000026768","Itga8","integrin alpha 8 [Source:MGI Symbol;Acc:MGI:109442]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033214","ENSMUSG00000033214","Slitrk5","SLIT and NTRK-like family, member 5 [Source:MGI Symbol;Acc:MGI:2679448]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035383","ENSMUSG00000035383","Pmch","pro-melanin-concentrating hormone [Source:MGI Symbol;Acc:MGI:97629]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021186","ENSMUSG00000021186","Fbln5","fibulin 5 [Source:MGI Symbol;Acc:MGI:1346091]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041650","ENSMUSG00000041650","Pcca","propionyl-Coenzyme A carboxylase, alpha polypeptide [Source:MGI Symbol;Acc:MGI:97499]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000043079","ENSMUSG00000043079","Synpo","synaptopodin [Source:MGI Symbol;Acc:MGI:1099446]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033237","ENSMUSG00000033237","Arid2","AT rich interactive domain 2 (ARID, RFX-like) [Source:MGI Symbol;Acc:MGI:1924294]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025354","ENSMUSG00000025354","Dnajc14","DnaJ heat shock protein family (Hsp40) member C14 [Source:MGI Symbol;Acc:MGI:1921580]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036167","ENSMUSG00000036167","Pphln1","periphilin 1 [Source:MGI Symbol;Acc:MGI:1917029]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032712","ENSMUSG00000032712","Resf1","retroelement silencing factor 1 [Source:MGI Symbol;Acc:MGI:1914496]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000055780","ENSMUSG00000055780","Usp26","ubiquitin specific peptidase 26 [Source:MGI Symbol;Acc:MGI:1933247]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037674","ENSMUSG00000037674","Rfx7","regulatory factor X, 7 [Source:MGI Symbol;Acc:MGI:2442675]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022856","ENSMUSG00000022856","Tmem41a","transmembrane protein 41a [Source:MGI Symbol;Acc:MGI:1913914]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064210","ENSMUSG00000064210","Ano6","anoctamin 6 [Source:MGI Symbol;Acc:MGI:2145890]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031201","ENSMUSG00000031201","Brcc3","BRCA1/BRCA2-containing complex, subunit 3 [Source:MGI Symbol;Acc:MGI:2389572]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000043991","ENSMUSG00000043991","Pura","purine rich element binding protein A [Source:MGI Symbol;Acc:MGI:103079]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000104960","ENSMUSG00000104960","Snhg8","small nucleolar RNA host gene 8 [Source:MGI Symbol;Acc:MGI:1917145]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000045576","ENSMUSG00000045576","St7l","suppression of tumorigenicity 7-like [Source:MGI Symbol;Acc:MGI:2386964]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020288","ENSMUSG00000020288","Ahsa2","AHA1, activator of heat shock protein ATPase 2 [Source:MGI Symbol;Acc:MGI:1916133]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000062312","ENSMUSG00000062312","Erbb2","erb-b2 receptor tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:95410]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036026","ENSMUSG00000036026","Tmem63b","transmembrane protein 63b [Source:MGI Symbol;Acc:MGI:2387609]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036503","ENSMUSG00000036503","Rnf13","ring finger protein 13 [Source:MGI Symbol;Acc:MGI:1346341]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113238","ENSMUSG00000113238","Gm47251","predicted gene, 47251 [Source:MGI Symbol;Acc:MGI:6096078]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026628","ENSMUSG00000026628","Atf3","activating transcription factor 3 [Source:MGI Symbol;Acc:MGI:109384]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000110442","ENSMUSG00000110442","Gm45804","predicted gene 45804 [Source:MGI Symbol;Acc:MGI:5804919]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000082740","ENSMUSG00000082740","Gm14127","predicted gene 14127 [Source:MGI Symbol;Acc:MGI:3652004]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000082229","ENSMUSG00000082229","Nap1l2","nucleosome assembly protein 1-like 2 [Source:MGI Symbol;Acc:MGI:106654]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026443","ENSMUSG00000026443","Lrrn2","leucine rich repeat protein 2, neuronal [Source:MGI Symbol;Acc:MGI:106037]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000116858","ENSMUSG00000116858","Gm49797","predicted gene, 49797 [Source:MGI Symbol;Acc:MGI:6215329]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000115044","ENSMUSG00000115044","Gm48978","predicted gene, 48978 [Source:MGI Symbol;Acc:MGI:6118322]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038665","ENSMUSG00000038665","Dgki","diacylglycerol kinase, iota [Source:MGI Symbol;Acc:MGI:2443430]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040195","ENSMUSG00000040195","Nemp1","nuclear envelope integral membrane protein 1 [Source:MGI Symbol;Acc:MGI:2446113]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034349","ENSMUSG00000034349","Smc4","structural maintenance of chromosomes 4 [Source:MGI Symbol;Acc:MGI:1917349]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000061360","ENSMUSG00000061360","Phf5a","PHD finger protein 5A [Source:MGI Symbol;Acc:MGI:2156864]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029235","ENSMUSG00000029235","Pdcl2","phosducin-like 2 [Source:MGI Symbol;Acc:MGI:1890655]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038546","ENSMUSG00000038546","Ranbp9","RAN binding protein 9 [Source:MGI Symbol;Acc:MGI:1928741]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029759","ENSMUSG00000029759","Pon3","paraoxonase 3 [Source:MGI Symbol;Acc:MGI:106686]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000117255","ENSMUSG00000117255","Gm49864","predicted gene, 49864 [Source:MGI Symbol;Acc:MGI:6270538]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000097452","ENSMUSG00000097452","Gm2824","predicted gene 2824 [Source:MGI Symbol;Acc:MGI:3780995]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022240","ENSMUSG00000022240","Ctnnd2","catenin (cadherin associated protein), delta 2 [Source:MGI Symbol;Acc:MGI:1195966]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038150","ENSMUSG00000038150","Ormdl3","ORM1-like 3 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913862]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000054843","ENSMUSG00000054843","Atrnl1","attractin like 1 [Source:MGI Symbol;Acc:MGI:2147749]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041777","ENSMUSG00000041777","Cir1","corepressor interacting with RBPJ, 1 [Source:MGI Symbol;Acc:MGI:1914185]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000002107","ENSMUSG00000002107","Celf2","CUGBP, Elav-like family member 2 [Source:MGI Symbol;Acc:MGI:1338822]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000074166","ENSMUSG00000074166","AW146154","expressed sequence AW146154 [Source:MGI Symbol;Acc:MGI:2142212]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000068040","ENSMUSG00000068040","Tm9sf4","transmembrane 9 superfamily member 4 [Source:MGI Symbol;Acc:MGI:2139220]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000047996","ENSMUSG00000047996","Prrg1","proline rich Gla (G-carboxyglutamic acid) 1 [Source:MGI Symbol;Acc:MGI:1917364]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041841","ENSMUSG00000041841","Rpl37","ribosomal protein L37 [Source:MGI Symbol;Acc:MGI:1914531]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030521","ENSMUSG00000030521","Mphosph10","M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein) [Source:MGI Symbol;Acc:MGI:1915223]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031010","ENSMUSG00000031010","Usp9x","ubiquitin specific peptidase 9, X chromosome [Source:MGI Symbol;Acc:MGI:894681]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022257","ENSMUSG00000022257","Laptm4b","lysosomal-associated protein transmembrane 4B [Source:MGI Symbol;Acc:MGI:1890494]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000106443","ENSMUSG00000106443","Gm42702","predicted gene 42702 [Source:MGI Symbol;Acc:MGI:5662839]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000013584","ENSMUSG00000013584","Aldh1a2","aldehyde dehydrogenase family 1, subfamily A2 [Source:MGI Symbol;Acc:MGI:107928]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025993","ENSMUSG00000025993","Slc40a1","solute carrier family 40 (iron-regulated transporter), member 1 [Source:MGI Symbol;Acc:MGI:1315204]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019841","ENSMUSG00000019841","Rev3l","REV3 like, DNA directed polymerase zeta catalytic subunit [Source:MGI Symbol;Acc:MGI:1337131]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000051176","ENSMUSG00000051176","Zfp42","zinc finger protein 42 [Source:MGI Symbol;Acc:MGI:99187]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025781","ENSMUSG00000025781","Atp5c1","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 [Source:MGI Symbol;Acc:MGI:1261437]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000002297","ENSMUSG00000002297","Dbf4","DBF4 zinc finger [Source:MGI Symbol;Acc:MGI:1351328]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000047139","ENSMUSG00000047139","Cd24a","CD24a antigen [Source:MGI Symbol;Acc:MGI:88323]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000067878","ENSMUSG00000067878","Map7d3","MAP7 domain containing 3 [Source:MGI Symbol;Acc:MGI:2445051]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033411","ENSMUSG00000033411","Ctdspl2","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 [Source:MGI Symbol;Acc:MGI:1196405]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000102307","ENSMUSG00000102307","Gm38194","predicted gene, 38194 [Source:MGI Symbol;Acc:MGI:5611422]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028842","ENSMUSG00000028842","Ago3","argonaute RISC catalytic subunit 3 [Source:MGI Symbol;Acc:MGI:2446634]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000023175","ENSMUSG00000023175","Bsg","basigin [Source:MGI Symbol;Acc:MGI:88208]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024276","ENSMUSG00000024276","Zfp397","zinc finger protein 397 [Source:MGI Symbol;Acc:MGI:1916506]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029147","ENSMUSG00000029147","Ppm1g","protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform [Source:MGI Symbol;Acc:MGI:106065]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031447","ENSMUSG00000031447","Lamp1","lysosomal-associated membrane protein 1 [Source:MGI Symbol;Acc:MGI:96745]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000055302","ENSMUSG00000055302","Mrfap1","Morf4 family associated protein 1 [Source:MGI Symbol;Acc:MGI:1914818]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037685","ENSMUSG00000037685","Atp8a1","ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1 [Source:MGI Symbol;Acc:MGI:1330848]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029249","ENSMUSG00000029249","Rest","RE1-silencing transcription factor [Source:MGI Symbol;Acc:MGI:104897]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033157","ENSMUSG00000033157","Abhd10","abhydrolase domain containing 10 [Source:MGI Symbol;Acc:MGI:2442422]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028653","ENSMUSG00000028653","Trit1","tRNA isopentenyltransferase 1 [Source:MGI Symbol;Acc:MGI:1914216]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032413","ENSMUSG00000032413","Rasa2","RAS p21 protein activator 2 [Source:MGI Symbol;Acc:MGI:2149960]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000102352","ENSMUSG00000102352","Gm38346","predicted gene, 38346 [Source:MGI Symbol;Acc:MGI:5611574]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000044916","ENSMUSG00000044916","1700029I15Rik","RIKEN cDNA 1700029I15 gene [Source:MGI Symbol;Acc:MGI:1916742]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000104973","ENSMUSG00000104973","A530041M06Rik","RIKEN cDNA A530041M06 gene [Source:MGI Symbol;Acc:MGI:3026943]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036306","ENSMUSG00000036306","Lzts1","leucine zipper, putative tumor suppressor 1 [Source:MGI Symbol;Acc:MGI:2684762]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027022","ENSMUSG00000027022","Xirp2","xin actin-binding repeat containing 2 [Source:MGI Symbol;Acc:MGI:2685198]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000050963","ENSMUSG00000050963","Kcns2","K+ voltage-gated channel, subfamily S, 2 [Source:MGI Symbol;Acc:MGI:1197011]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000044098","ENSMUSG00000044098","Rsbn1","rosbin, round spermatid basic protein 1 [Source:MGI Symbol;Acc:MGI:2444993]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000044258","ENSMUSG00000044258","Ctla2a","cytotoxic T lymphocyte-associated protein 2 alpha [Source:MGI Symbol;Acc:MGI:88554]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000115305","ENSMUSG00000115305","Gm30584","predicted gene, 30584 [Source:MGI Symbol;Acc:MGI:5589743]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113930","ENSMUSG00000113930","Gm36235","predicted gene, 36235 [Source:MGI Symbol;Acc:MGI:5595394]","ARRAYEXPRESS,ENSG"
